,UniqueId,CalFireIncident,CanonicalUrl,AcresBurned,MajorIncident,started_year,started_month,Started,Extinguished,Location,Latitude,Longitude,Counties,Name
244,0bc42201-27c2-4b3d-a329-ce44bc1261d9,True,/incidents/2014/7/5/cassel-fire/,75.0,True,2014.0,7.0,2014-07-05T18:44:00Z,2014-07-08T18:30:00Z,"Off Cassel Road at Thrush Road, in Cassel",40.5719,-121.3415,Shasta,Cassel Fire
245,91c3081d-33b4-46f2-8774-032c57f0f6a2,True,/incidents/2014/4/30/san-lucas-fire/,75.0,False,2014.0,4.0,2014-04-30T14:25:00Z,2014-05-01T19:00:00Z,"San Lucas & Jolon Rd, west of King City ",36.103,-121.117,Monterey,San Lucas Fire
246,9c21bb74-e919-403c-8a43-05f561669e4e,True,/incidents/2014/7/14/wildlife-fire/,72.0,False,2014.0,7.0,2014-07-14T18:00:00Z,2014-07-16T08:00:00Z,"Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.",39.4664,-121.6129,Butte,Wildlife Fire
247,726710bb-32d4-46bf-9729-7f3396defcf0,True,/incidents/2014/9/4/jackson-fire/,70.0,False,2014.0,9.0,2014-09-04T11:51:00Z,2014-09-05T09:15:00Z,Hwy 49 & Jacksonville Rd near the community of Moccasin,37.8316,-120.3434,Tuolumne,Jackson Fire
249,45cf54ae-c166-4f81-816f-2e0ef959a56e,True,/incidents/2014/6/12/norman-fire/,70.0,False,2014.0,6.0,2014-06-12T14:29:00Z,2014-06-13T08:00:00Z,"off Rolling Hills Lane, north of Vacaville ",121.999,38.453,Solano,Norman Fire
253,edff6f87-80b8-4c0d-8f6a-45c6e798b7fa,True,/incidents/2014/3/28/van-buren-fire/,57.0,False,2014.0,3.0,2014-03-28T14:31:00Z,2014-03-29T17:15:00Z,Off Ave 62 and Van Buren St in Thermal,33.5982,-116.1985,Riverside,Van Buren Fire
255,2c241790-d062-4b15-9a25-8e511c0febab,True,/incidents/2014/5/14/fiddler-fire/,50.0,False,2014.0,5.0,2014-05-14T14:00:00Z,2014-05-15T11:30:00Z,Off Perla Rd & Fiddlers Rd in Igo,40.39,-122.721,Shasta,Fiddler Fire
256,f5552e75-f74c-4bc0-99b8-6c66ee8cde3d,True,/incidents/2014/10/16/bane-fire/,48.0,False,2014.0,10.0,2014-10-16T14:34:00Z,2014-10-17T18:15:00Z,in Chino Hills State Park near the Bane Canyon entrance,33.93869,-117.70643,San Bernardino,Bane Fire
257,1df51ee3-c15a-4266-bf3d-d52272189cff,True,/incidents/2014/7/7/interlake-fire/,47.0,False,2014.0,7.0,2014-07-07T16:12:00Z,2014-07-08T18:30:00Z,along Interlake Road between Monterey & San Luis Obispo County,35.8218,-121.0226,San Luis Obispo,Interlake Fire
258,857e832f-17bd-4ad2-8789-99b003187049,True,/incidents/2014/6/9/morgan-fire/,40.0,True,2014.0,6.0,2014-06-09T15:15:00Z,2014-06-11T07:30:00Z,"near the 16,000 block of Highway 168 near Prather",36.991825,-119.525506,Fresno,Morgan Fire
259,61506ea2-3f16-4aa6-ba54-d7788c3a2b35,True,/incidents/2014/7/7/hutto-fire/,38.0,False,2014.0,7.0,2014-07-07T16:35:00Z,2014-07-08T06:56:00Z,on Hutto Rd & Keller Rd in Smartsville,39.1871,-121.2687,Nevada,Hutto Fire
264,da607cd1-32fc-44c0-bd7a-ba14ad0a14cc,True,/incidents/2014/7/9/bible-fire/,30.0,False,2014.0,7.0,2014-07-09T14:34:00Z,2014-07-09T16:45:00Z,"off Mt Aukum Rd, Somerset ",38.608336,-120.703238,El Dorado,Bible Fire
265,d5cb2477-6627-4ef6-bab1-d0eecc4ad12a,True,/incidents/2014/5/5/jacumba-fire/,29.0,False,2014.0,5.0,2014-05-05T16:36:00Z,2014-05-06T10:20:00Z,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",32.665,-116.222,San Diego,Jacumba Fire
266,7e564dd5-1d4e-4999-8aea-93691ad314ac,True,/incidents/2014/9/11/stage-coach-fire/,27.0,False,2014.0,9.0,2014-09-11T15:14:00Z,2014-09-15T14:20:00Z,"Berryessa Estates, North of Lake Berryessa",38.695961,-122.384054,Napa,Stage Coach Fire
268,952443ab-3af0-431d-9040-c73a45925401,True,/incidents/2014/8/29/leopard-fire/,25.0,False,2014.0,8.0,2014-08-29T12:21:00Z,2014-08-29T13:15:00Z,"Hyrax Road at Dersch Road, east of Redding",40.0,29.24,Shasta,Leopard Fire
269,ccc2ec2b-4941-4bbd-ae60-be6706d97f13,True,/incidents/2014/6/11/hall-fire/,25.0,False,2014.0,6.0,2014-06-11T07:30:00Z,2014-06-09T19:15:00Z,near Hwy 180 & Hall Lane near Squaw Valley,36.742747,-119.241493,Fresno,Hall Fire
270,0b2d503c-7bd5-45e7-b029-61306ae6e7c0,False,/incidents/2014/9/25/cascade-fire/,20.0,False,2014.0,9.0,2014-09-25T18:00:00Z,2014-09-25T07:27:00Z,"Desolation Wilderness, 8 miles west of South Lake Tahoe",38.9195001,-120.1140659,El Dorado,Cascade Fire
271,64812487-ac4c-40da-b069-2884d7a04675,True,/incidents/2014/8/16/border-fire/,20.0,False,2014.0,8.0,2014-08-16T16:22:00Z,2014-08-17T07:45:00Z,on Kuebler Ranch near Otay Mountain,32.59154,-116.89516,San Diego,Border Fire
273,62c2a563-1768-4c94-ac71-694a553cfdf8,False,/incidents/2014/7/1/west-fire/,15.0,False,2014.0,7.0,2014-07-01T03:45:00Z,2014-07-03T10:45:00Z,near the Trinity Pines community,40.41,-123.24,Trinity,West Fire
276,a2da7754-e907-48f2-a023-0a3053cf2903,True,/incidents/2014/8/26/pines-fire/,10.0,False,2014.0,8.0,2014-08-26T16:23:00Z,2014-12-12T13:45:00Z,Malum Ridge Road near Bass Lake,37.0,18.4,Madera,Pines Fire
278,da500577-e558-4446-832f-0e537cc55204,False,/incidents/2014/8/11/happy-camp-complex/,0.0,False,2014.0,8.0,2014-08-11T22:00:00Z,2014-08-14T09:30:00Z,in the Happy Camp area,41.796,-123.374,Siskiyou,Happy Camp Complex
279,8c788c0a-d1fc-46d7-a17c-23f786831f7d,False,/incidents/2015/7/31/rough-fire/,151623.0,False,2015.0,7.0,2015-07-31T19:00:00Z,2015-11-09T12:00:00Z,5 miles North of Hume Lake and 2.5 miles to the southwest of Spanish Mountain 5,36.874,-118.905,Fresno,Rough Fire 
281,23e85238-2966-452c-8f21-fa93a51e889b,True,/incidents/2015/7/29/rocky-fire/,69438.0,True,2015.0,7.0,2015-07-29T15:29:00Z,2015-08-14T18:15:00Z,"near Morgan Valley Road and Rocky Creek Road, east of Clear Lake",38.8863538,-122.4762475,Lake,Rocky Fire
283,17616590-ce26-4c73-bf81-70d338d027ce,True,/incidents/2015/6/17/lake-fire/,31359.0,False,2015.0,6.0,2015-06-17T15:52:00Z,2015-08-01T22:15:00Z,"Off Hwy 38, south of Big Bear Lake",34.160277777778,-116.89277777778,San Bernardino,Lake Fire
286,94a7ae52-fed9-4997-b972-1761aa4b89ca,True,/incidents/2015/8/9/jerusalem-fire/,25118.0,True,2015.0,8.0,2015-08-09T15:34:00Z,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",38.8142503,-122.4867319,Lake,Jerusalem Fire
287,94a7ae52-fed9-4997-b972-1761aa4b89ca,True,/incidents/2015/8/9/jerusalem-fire/,25118.0,True,2015.0,8.0,2015-08-09T15:34:00Z,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",38.8142503,-122.4867319,Napa,Jerusalem Fire
288,293c6467-7b2e-43a3-94c1-41cec4339b67,False,/incidents/2015/8/3/dodge-fire/,10570.0,False,2015.0,8.0,2015-08-03T14:15:00Z,2015-08-04T10:37:00Z,17 miles northeast of Ravendale,40.938,-120.105,Lassen,Dodge Fire
292,c316e4c3-4455-4a12-8ecc-af75339adf8f,False,/incidents/2015/7/19/cabin-fire/,6980.0,False,2015.0,7.0,2015-07-19T08:00:00Z,2015-09-05T18:00:00Z,"Golden Trout Wilderness, Sequoia National Forest",36.24,-118.54,Tulare,Cabin Fire
293,8650f48d-5ea2-4dfc-96d2-f0d3f300b1e4,True,/incidents/2015/7/25/willow-fire/,5702.0,False,2015.0,7.0,2015-07-25T14:30:00Z,2015-08-13T10:30:00Z,"off of Willow Canyon Drive and Road 274, southeast of Bass Lake",37.279722,-119.50014,Madera,Willow Fire
295,a063b897-28aa-43e5-b608-1b79f770050c,False,/incidents/2015/7/30/frog-fire/,4863.0,False,2015.0,7.0,2015-07-30T17:45:00Z,2015-07-31T20:00:00Z,SW of Lava Campground,41.399,-121.392,Modoc,Frog Fire
296,3d81d2e5-d6e5-4368-864b-a9e29e7e5022,True,/incidents/2015/7/17/north-fire/,4250.0,True,2015.0,7.0,2015-07-17T14:33:00Z,2015-07-21T07:00:00Z,"off Interstate 15, south of Oaks Hills, in the Cajon Pass area",34.339,-117.478,San Bernardino,North Fire
298,8fc920eb-ca45-4d77-9a92-1326eca602d6,True,/incidents/2015/8/19/tesla-fire/,2700.0,True,2015.0,8.0,2015-08-19T14:45:00Z,2015-08-22T18:30:00Z,"off Tesla Rd near Correl Hollow, between Livermore and Tracy",37.3845,-121.3732,Alameda,Tesla Fire
299,fde8f46b-0225-4489-be2d-68453a524190,True,/incidents/2015/8/16/cuesta-fire/,2446.0,True,2015.0,8.0,2015-08-16T18:13:00Z,2015-08-28T18:15:00Z,"Off Highway 101 in the Cuesta Grade, north of San Luis Obispo",35.3477,-120.6269,San Luis Obispo,Cuesta Fire
300,d6b4bed4-f3d6-488a-a2fb-54c7cbfbd8b3,True,/incidents/2015/7/25/lowell-fire/,2304.0,True,2015.0,7.0,2015-07-25T14:37:00Z,2015-08-12T19:15:00Z,In the Steep Hollow drainage west of Alta,39.192088,-120.882313,Nevada,Lowell Fire
303,2aae391b-7b00-47d9-ba73-d71ad706bdad,False,/incidents/2015/6/10/saddle-fire/,1542.0,False,2015.0,6.0,2015-06-10T15:00:00Z,2015-06-29T09:00:00Z,4 miles northwest of Hyampom,40.924,-123.168,Trinity,Saddle Fire 
306,1f54817c-8832-4a47-8ede-ab8072f52677,True,/incidents/2015/9/19/tassajara-fire/,1086.0,True,2015.0,9.0,2015-09-19T15:00:00Z,2015-09-27T18:15:00Z,Tassajara Rd at Carmel Valley Rd,36.3699644,-121.589554,Monterey,Tassajara Fire
307,8e3c0b14-01e5-4c41-8641-ff987ac10ad9,True,/incidents/2015/4/18/highway-fire/,1049.0,True,2015.0,4.0,2015-04-18T18:12:00Z,2015-04-24T07:30:00Z,at Hwy 71/Hwy 91 near the Prado Basin,33.884313,-117.642759,Riverside,Highway Fire
308,f7067bff-efb4-4ca6-a627-6145836857ec,True,/incidents/2015/9/11/lumpkin-fire/,1042.0,True,2015.0,9.0,2015-09-11T14:15:00Z,2015-09-17T19:30:00Z,"off Lumpkin Road and Forbestown Road, Robinson Mill",39.5218,-121.3363,Butte,Lumpkin Fire
309,fa8ba2dd-c9f7-454a-870b-1b39c0d8b31a,True,/incidents/2015/6/18/corrine-fire/,920.0,True,2015.0,6.0,2015-06-18T21:00:00Z,2015-06-25T18:45:00Z,"Road 222 and Tunoi Place, north of Auberry",37.165767,-119.523943,Madera,Corrine Fire
311,0eed7005-6ace-4eb2-8919-eb131c246f84,True,/incidents/2015/9/2/elk-fire/,673.0,True,2015.0,9.0,2015-09-02T14:57:00Z,2015-09-08T19:28:00Z,"Off of Elk Mountain Road and Mount Dinger Road, north of Upper Lake",55.23,-122.0,Lake,Elk Fire
312,8e71e23c-6161-480e-b8ca-f03147475e4d,True,/incidents/2015/10/12/cienega-fire/,670.0,True,2015.0,10.0,2015-10-12T16:00:00Z,2015-10-16T18:00:00Z,"Cienega Rd & Limekiln Rd, south of Hollister",36.70854,-121.32734,San Benito,Cienega Fire
313,592f14da-405c-4e6d-a83b-8937322524ad,True,/incidents/2015/8/10/anza-fire/,543.0,False,2015.0,8.0,2015-08-10T11:44:00Z,2015-08-15T17:30:00Z,Highway 74 east of Highway 371,33.5736,-116.5387,Riverside,Anza Fire
316,9e2f6af4-ea45-4163-b6a1-e1fe9571fda3,True,/incidents/2015/7/21/triple-fire/,430.0,True,2015.0,7.0,2015-07-21T12:35:00Z,2015-07-26T10:30:00Z,"Globe Dr and Mountain Rd, Springville",36.085212,-118.824235,Tulare,Triple Fire
318,e61d1b0b-4f19-460a-a6ac-e83a6e0a05a9,False,/incidents/2015/6/24/calgrove-fire/,415.0,False,2015.0,6.0,2015-06-24T13:22:00Z,2015-06-26T17:00:00Z,"Southbound Interstate 5, North of Calgrove, Santa Clarita ",34.361007,-118.535793,Los Angeles,Calgrove Fire 
319,7428460d-f47d-45c0-8a86-3fb653829860,True,/incidents/2015/7/29/swedes-fire/,400.0,True,2015.0,7.0,2015-07-29T11:25:00Z,2015-08-03T17:00:00Z,"Swedes Flat Road, 3 miles north of Bangor",39.43963,-121.38794,Butte,Swedes Fire
325,316804d6-471a-4c73-8b05-89b8abc8eeac,True,/incidents/2015/5/11/forebay-fire/,275.0,False,2015.0,5.0,2015-05-11T10:26:00Z,2015-05-11T12:15:00Z,off Hwy 152 near the O’Neill Forebay ,37.08312,-121.06963,Merced,Forebay Fire
329,02d470c1-bf41-4ff9-9424-f680cef5bbbc,True,/incidents/2015/8/22/peterson-fire/,215.0,True,2015.0,8.0,2015-08-22T17:30:00Z,2015-08-27T15:15:00Z,"off Peterson Lane and Adobe Creek Road, near Kelseyville",38.925764,-122.879272,Lake,Peterson Fire
330,ca7da36b-1951-4d52-92b2-1a0b04aab586,True,/incidents/2015/7/13/241-fire/,214.0,False,2015.0,7.0,2015-07-13T10:47:00Z,2015-07-15T18:45:00Z,"Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)",33.7626,-117.7274,Orange,241 Fire
331,efe937e3-8b63-4495-b578-e2582fb2166d,True,/incidents/2015/7/29/china-fire/,212.0,True,2015.0,7.0,2015-07-29T17:55:00Z,2015-08-01T19:00:00Z,"China Gulch, Happy Valley, Southwest of Redding",40.415108,-122.439939,Shasta,China Fire
333,55a1ec97-90fb-48df-8414-203b91adcd76,True,/incidents/2015/7/29/big-creek-fire/,204.0,True,2015.0,7.0,2015-07-29T16:30:00Z,2015-08-04T18:00:00Z,off Hwy120 and Sprague Rd near Groveland ,37.823,-120.15644,Tuolumne,Big Creek Fire
334,0c9948a7-98ad-4b42-888e-a7c2a4f536fa,False,/incidents/2015/7/17/pines-fire/,200.0,False,2015.0,7.0,2015-07-17T21:30:00Z,2015-08-04T08:15:00Z,Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines,34.367,-117.683,Los Angeles,Pines Fire 
335,b3062936-6b2f-4177-b3f6-0fc288049339,False,/incidents/2015/2/24/stephens-fire/,200.0,False,2015.0,2.0,2015-02-24T12:15:00Z,2015-03-02T09:00:00Z,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",41.485,-121.851,Siskiyou,Stephens Fire
336,652938d9-2f23-41d8-a49c-30b218594762,True,/incidents/2015/7/30/vasco-fire/,195.0,False,2015.0,7.0,2015-07-30T11:18:00Z,2015-07-30T16:00:00Z,"Vasco Rd,  3 miles southwest of Byron",37.81629,-121.68113,Contra Costa,Vasco Fire
338,8b35629f-50f4-4b32-b286-ce48cb1200e7,True,/incidents/2015/7/13/cooley-fire/,181.0,False,2015.0,7.0,2015-07-13T17:56:00Z,2015-07-14T08:30:00Z,5 miles North of the community of Montague on Cooley Rd,41.8048,-122.5029,Siskiyou,Cooley Fire
339,fc2ea6bf-e925-49f9-8390-9997c01b612d,True,/incidents/2015/6/17/wildcat-fire/,171.0,False,2015.0,6.0,2015-06-17T17:03:00Z,2015-06-19T17:45:00Z,"Wildcat Canyon Rd and Barona Rd, east of Fernbrook",32.9421,-116.8534,San Diego,Wildcat Fire
340,9a3df964-7794-411c-9043-967476fe77e6,True,/incidents/2015/9/9/creek-fire/,170.0,False,2015.0,9.0,2015-09-09T14:30:00Z,2015-09-11T19:17:00Z,Squaw Valley Road and Sand Creek Road,40.400196,-120.553075,Fresno,Creek Fire
341,8d5b00c1-0ec0-43bb-a03e-822d5fe2af52,True,/incidents/2015/7/4/black-fire/,170.0,False,2015.0,7.0,2015-07-04T16:33:00Z,2015-07-04T20:15:00Z,"off Black Butte Rd, near Black Butte Lake",39.8448,-122.3638,Tehama,Black Fire
343,d7757da4-f9e1-451f-8316-26065888dfc2,False,/incidents/2015/7/24/cutca-fire/,167.0,False,2015.0,7.0,2015-07-24T16:18:00Z,2015-07-26T06:45:00Z,"On Palomar Mountain, north of the Palomar Observatory",33.383889,-116.868611,San Diego,Cutca Fire
345,8be9d271-ed9c-4bc9-9c22-4eff8956ab7b,True,/incidents/2015/7/24/queen-fire/,158.0,True,2015.0,7.0,2015-07-24T23:00:00Z,2015-08-01T21:45:00Z,"off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan",41.295667,-123.784067,Humboldt,Queen Fire
346,b5fa450f-9b84-4d90-9956-bda9dfe32f28,True,/incidents/2015/6/18/cook-fire/,158.0,True,2015.0,6.0,2015-06-18T13:07:00Z,2015-06-22T11:45:00Z,"UC Field Station, Scott Forbes Road",39.2688,-121.26471,Yuba,Cook Fire
347,28b81794-bb66-466e-b9dc-337c47be5678,True,/incidents/2015/7/6/sky-fire/,150.0,True,2015.0,7.0,2015-07-06T10:47:00Z,2015-07-08T20:45:00Z,"Mix Canyon Rd & Sky Ranch Road, northwest of Vacaville",38.4113,-122.0789,Solano,Sky Fire
349,cbaa4a28-c732-4c11-9d44-7da6c3bd8e42,True,/incidents/2015/8/18/horse-fire/,146.0,True,2015.0,8.0,2015-08-18T18:30:00Z,2015-08-29T07:00:00Z,"Saddle Mountain Road, 6 miles NE Shelter Cove",40.1058823,-124.0720419,Humboldt,Horse Fire
350,84cb525c-7a90-4d31-8d55-d9729c05b286,True,/incidents/2015/4/13/ward-fire/,137.0,False,2015.0,4.0,2015-04-13T05:30:00Z,2015-04-18T23:50:00Z,East of Taylorsville,40.050833333333,-120.70166666667,Plumas,Ward Fire
351,0f537c6f-8a74-48f4-9fbf-ad00942ffba0,True,/incidents/2015/6/21/red-fire/,135.0,False,2015.0,6.0,2015-06-21T12:08:00Z,2015-06-23T18:25:00Z,"Red Tail Road and Road 211, south of O'Neal",37.072561,-119.6958,Madera,Red Fire
352,da522578-443a-4c52-a9bb-d72bbb84dcdb,True,/incidents/2015/8/25/democrat-fire/,128.0,True,2015.0,8.0,2015-08-25T14:08:00Z,2015-08-29T18:45:00Z,"Democrat Gulch, west of Weaverville ",40.724898,-122.96174,Trinity,Democrat Fire
354,0da79ccb-9701-4c27-8831-f10593fb8a90,True,/incidents/2015/7/23/3-11-fire/,116.0,False,2015.0,7.0,2015-07-23T16:40:00Z,2015-07-26T10:10:00Z,"on Splawn Mountain, northeast of Bieber",41.29226,-121.172117,Modoc,3-11 Fire
355,fe668595-0980-4f41-af0c-3f14c4d391c2,True,/incidents/2015/8/13/mark-fire/,114.0,True,2015.0,8.0,2015-08-13T16:15:00Z,2015-08-18T07:15:00Z,Marks Ranch Rd south of Angels Camp,38.052,-120.5577,Calaveras,Mark Fire
356,72c7a5c9-82c2-44c4-8bf2-241fb36e1ee7,True,/incidents/2015/8/15/tulloch-fire/,112.0,False,2015.0,8.0,2015-08-15T16:11:00Z,2015-08-16T19:20:00Z,"south of Hwy 108 & Tulloch Rd, south of Lake Tulloch",37.83618,-120.61691,Tuolumne,Tulloch Fire
359,ffbc1cb8-be33-4483-8442-85ab2587dce4,True,/incidents/2015/8/8/36-fire/,110.0,True,2015.0,8.0,2015-08-08T14:55:00Z,2015-08-09T20:30:00Z,off Highwat 36 near Paynes Creek,40.3506868,-121.7786799,Tehama,36 Fire
361,dbd39ec2-546c-4afc-9ff2-b1939eead03e,True,/incidents/2015/9/11/walker-fire/,109.0,True,2015.0,9.0,2015-09-11T15:08:00Z,2015-09-13T10:15:00Z,Windwalker Ln & Small Farms Dr in Igo,40.47512,-122.52541,Shasta,Walker Fire
362,40f44488-051f-4412-a577-c932f2ce751d,True,/incidents/2015/9/8/oak-fire/,108.0,True,2015.0,9.0,2015-09-08T13:23:00Z,2015-09-15T19:15:00Z,"off Old Oak Ranch Rd & Big Hill Rd in the Cedar Ridge area, northeast of Sonora ",38.04684,-120.30188,Tuolumne,Oak Fire
363,897d01d8-dd38-43e2-bcd6-fa62aac03318,True,/incidents/2015/10/2/munjar-fire/,104.0,False,2015.0,10.0,2015-10-02T14:38:00Z,2015-10-02T17:50:00Z,"Munjar Rd, 10 miles north of Chico",39.8707,-121.8938,Butte,Munjar Fire
364,ff28ce24-a13b-4903-85de-faec825de35b,False,/incidents/2015/6/25/sterling-fire/,100.0,False,2015.0,6.0,2015-06-25T18:30:00Z,2015-06-29T09:00:00Z,Sterling Avenue x Foothill Drive East,34.165974,-117.243878,San Bernardino,Sterling Fire
365,9569dcd6-c94f-4849-a90a-db58bfc77bee,True,/incidents/2015/9/19/laureles-fire/,95.0,False,2015.0,9.0,2015-09-19T15:25:00Z,2015-09-21T18:20:00Z,off Laureles Grade and Highway 68 ,36.5696373,-121.7556029,Monterey,Laureles Fire
366,598a3d54-ce60-466e-b44f-0e7c8f9e4ff5,True,/incidents/2015/7/10/deer-fire/,95.0,True,2015.0,7.0,2015-07-10T12:41:00Z,2015-07-15T07:00:00Z,southwest of Lake Nacimiento ,35.7183,-121.0157,San Luis Obispo,Deer Fire
367,8232dfd5-eda3-4766-83ec-83365cf21d93,True,/incidents/2015/7/30/sprig-fire/,90.0,False,2015.0,7.0,2015-07-30T12:57:00Z,2015-07-31T18:30:00Z,"Sprig Way and Millville Plains Rd, Millville; 10 miles southeast of Redding",40.49865,-122.20109,Shasta,Sprig Fire
368,2a6270c5-859f-4ffa-91c2-ecbee5ebdd7b,True,/incidents/2015/7/30/advance-fire/,86.0,True,2015.0,7.0,2015-07-30T12:40:00Z,2015-08-05T17:45:00Z,5 miles north of the community of Three Rivers near Advance,36.49845,-118.9009,Tulare,Advance Fire
369,45a0a39f-b4b0-409c-9057-0942c567b7c3,True,/incidents/2015/6/26/otay-fire/,80.0,False,2015.0,6.0,2015-06-26T16:06:00Z,2015-06-26T22:15:00Z,off Otay Lakes Road and Woods Drive in Chula Vista,32.6449163,-116.9454387,San Diego,Otay Fire
371,12f68592-30e3-461c-b489-bc99ba52a38a,True,/incidents/2015/7/23/3-12-fire/,77.0,False,2015.0,7.0,2015-07-23T17:30:00Z,2015-07-25T22:00:00Z,"in Dixie Valley, southwest of Bieber",40.856422,-121.101623,Modoc,3-12 Fire
372,dfd02b2e-7e2d-4636-a178-0ebff2d170c8,True,/incidents/2015/8/2/fern-fire/,75.0,True,2015.0,8.0,2015-08-02T03:00:00Z,2015-08-04T18:00:00Z,"Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run",40.67868,-121.93244,Shasta,Fern Fire
373,259d9359-0cc2-4058-bfc2-f28ab2a540f4,True,/incidents/2015/7/29/mallard-fire/,75.0,True,2015.0,7.0,2015-07-29T16:30:00Z,2015-07-31T18:40:00Z,off Mallard Way in Millville ,40.509552,-122.199227,Shasta,Mallard Fire
374,74635a69-f34f-4c6e-9e09-1a32d732bb42,False,/incidents/2015/7/23/kyburz-fire/,75.0,False,2015.0,7.0,2015-07-23T14:00:00Z,2015-07-29T14:15:00Z,off Hwy 50 at White Hall Canyon Dr in Kyburz,38.776,-120.404,El Dorado,Kyburz Fire
376,3435fd06-f77e-42c3-8fa5-261cf0cb828c,True,/incidents/2015/9/2/olive-fire/,72.0,True,2015.0,9.0,2015-09-02T13:18:00Z,2015-09-03T19:35:00Z,"Off of Olive Tree Lane, south of Oroville ",26.42,-121.0,Butte,Olive Fire
378,17b99f78-78b8-4bd1-90fc-5d9c3cb61b95,True,/incidents/2015/6/15/pass-fire/,67.0,False,2015.0,6.0,2015-06-15T15:46:00Z,2015-06-15T18:45:00Z,Off of Hwy 41 near Cottonwood Pass,35.77937,-120.19482,Kern,Pass Fire
381,1ca8b1e7-5590-448b-86ba-6dfa4937baa6,True,/incidents/2015/6/19/dixie-fire/,60.0,False,2015.0,6.0,2015-06-19T16:15:00Z,2015-06-20T19:35:00Z,"Dixie Valley, south of Bieber",40.875667,-121.033667,Lassen,Dixie Fire
384,e2077d05-1f06-4939-8857-9f630a4b722e,True,/incidents/2015/6/16/north-fire/,60.0,False,2015.0,6.0,2015-06-16T16:42:00Z,2015-06-17T06:45:00Z,"Dry Creek and E Prouty Rd, west of Herald",38.260777,-121.135426,Amador,North Fire
385,6c5fcfc7-659a-44ee-b225-c4ae919882e7,True,/incidents/2015/8/3/point-fire/,59.0,True,2015.0,8.0,2015-08-03T14:28:00Z,2015-08-04T08:15:00Z,"Gas Point and Happy Valley Rd, west of Cottonwood",40.3929,-122.40546,Shasta,Point Fire
387,d0875efe-54fb-4cc2-b647-4f4d210df118,False,/incidents/2015/8/23/summit-fire/,55.0,False,2015.0,8.0,2015-08-23T12:25:00Z,2015-09-11T15:00:00Z,"at Knickerbocker Road and Pine Knot, south of Big Bear Lake",34.23,-116.883,San Bernardino,Summit Fire
388,3cc1aa4c-b87d-4b4d-99b1-83dc56291b33,True,/incidents/2015/8/9/de-luz-fire/,55.0,False,2015.0,8.0,2015-08-09T08:22:00Z,2015-08-10T15:05:00Z,De Luz Rd and De Luz Murrieta Rd,33.4115972,-117.2886249,San Diego,De Luz Fire
389,7934d7bb-15e1-4217-8fa1-552e4f3d8091,True,/incidents/2015/6/17/fork-fire/,55.0,False,2015.0,6.0,2015-06-17T12:50:00Z,2015-06-17T18:30:00Z,"Off Lowery Rd, north of Paskenta",40.0133,-122.552,Tehama,Fork Fire
390,c8fb2c4c-2275-4ad1-aef3-859e332a1a47,True,/incidents/2015/7/12/mill-2-fire/,54.0,True,2015.0,7.0,2015-07-12T14:46:00Z,2015-07-21T07:20:00Z,"Mill Creek Rd and Bryant St, east of Mentone",34.0783472,-117.0487863,San Bernardino,Mill 2 Fire
392,f136ba8d-f6bb-4bad-9815-1d56f9dc8650,True,/incidents/2015/8/1/white-fire/,52.0,False,2015.0,8.0,2015-08-01T14:32:00Z,1969-12-31T16:00:00Z,"off White Oak Ln, east of Santa Maria",34.9522,-120.2903,Santa Barbara,White Fire
393,3f31752f-4f51-4705-9fe4-50beec88a0e8,False,/incidents/2015/11/7/potrero-fire/,50.0,False,2015.0,11.0,2015-11-07T01:45:00Z,2015-11-07T16:45:00Z,"Hidden Valley area, southwest of Thousand Oaks",34.15,-118.879444,Ventura,Potrero Fire
394,9f031bfa-47bc-4fee-aca1-988462d6ab53,True,/incidents/2015/7/30/mendocino-lightning-fires/,50.0,False,2015.0,7.0,2015-07-30T13:36:00Z,2015-08-03T08:55:00Z,Community of Willits and Brooktrails,39.43301,-123.36316,Mendocino,Mendocino Lightning Fires
400,75c14933-9916-4dfe-ac66-7d98706a5172,True,/incidents/2015/9/9/center-fire/,40.0,False,2015.0,9.0,2015-09-09T14:12:00Z,2015-09-10T07:49:00Z,"Center Rd, east of Susanville",40.400196,-120.553075,Lassen,Center Fire
401,57397ed5-93a3-4e60-9142-9a3e38164ee9,True,/incidents/2015/7/28/sullivan-fire/,40.0,False,2015.0,7.0,2015-07-28T12:10:00Z,2015-07-28T15:00:00Z,"Sullivan Rd and Orestimba Rd, 10 miles West of Newman",37.24523,-121.20324,Stanislaus,Sullivan Fire
402,dff0f39c-bed4-4910-9c22-d9ccd4142809,True,/incidents/2015/7/10/ascot-fire/,40.0,True,2015.0,7.0,2015-07-10T13:36:00Z,2015-07-10T17:00:00Z,Lake Herman Rd and Sky Valley Rd,38.1029,-122.1578,Solano,Ascot Fire
