,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,PopDensity,Housing,pcp,tmax,tmin,closest_weather_lat,closest_weather_lon,season,season_year,24_hour_sp_min,24_hour_sp_max,24_hour_sp_mean,24_hour_d2m_min,24_hour_d2m_max,24_hour_d2m_mean,24_hour_t2m_min,24_hour_t2m_max,24_hour_t2m_mean,24_hour_u10_min,24_hour_u10_max,24_hour_u10_mean,24_hour_v10_min,24_hour_v10_max,24_hour_v10_mean,24_hour_tp_min,24_hour_tp_max,24_hour_tp_mean,season_sp_min,season_sp_max,season_sp_mean,season_d2m_min,season_d2m_max,season_d2m_mean,season_t2m_min,season_t2m_max,season_t2m_mean,season_u10_min,season_u10_max,season_u10_mean,season_v10_min,season_v10_max,season_v10_mean,season_tp_min,season_tp_max,season_tp_mean,year_sp_min,year_sp_max,year_sp_mean,year_d2m_min,year_d2m_max,year_d2m_mean,year_t2m_min,year_t2m_max,year_t2m_mean,year_u10_min,year_u10_max,year_u10_mean,year_v10_min,year_v10_max,year_v10_mean,year_tp_min,year_tp_max,year_tp_mean,slope_max,slope_mean,slope_min,slope_stdDev,elevation_max,elevation_mean,elevation_min,elevation_stdDev,average_ndvi,percent_vegetated_below_0.5,range_-1_0,range_0_0.2,range_0.2_0.5,range_0.5_1,YEAR,MONTH_NUM,UniqueId,CalFireIncident,CanonicalUrl
1354,San Diego,2019-10-25T10:52:04Z,2019-10-28T19:31:00Z,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",33.055124,-116.742508,Sawday Fire ,97.0,True,68.3689980087451,1233777.0,0.0,80.6,50.2,33.0,-116.75,Autumn,2019,93429.75239,93829.6172,93682.15397,249.330407,266.0545139,260.8292878,287.8755526,302.7055372,295.8821636,-5.362039361,-1.686039561,-3.177233754,-1.895481963,-0.425780599,-0.988229845,0.0,0.0,0.0,92171.5390423527,94070.37349980162,93417.81618716451,236.571635574132,293.1972127111155,275.365049045603,276.4389177241213,307.9866083625464,291.7053723164525,-6.91190210549374,4.955184203771859,-0.0214538528088664,-2.2495463825331954,5.1651577323981215,0.0818779691729129,-0.002882071701077,0.001296853858359,-1.0445667253216168e-05,92171.5390423527,94586.95277474709,93506.3446930801,236.571635574132,293.1972127111155,279.14439309533145,271.8481157953736,307.9866083625464,289.29203230400947,-7.54726704328294,7.228203675632424,0.4450538981697046,-2.590857195260806,5.324881475720829,0.1843832632839783,-0.0035124649913555,0.002245928554917,-1.3663565441337786e-06,34.80500030517578,8.548068362897515,0.0,5.81569823220217,961.0,792.3695590258334,637.0,46.876491691344455,0.2720801259957107,96.47708579040378,0.0553131103515625,28.77769470214844,67.64602661132812,3.520965576171875,2019.0,10.0,a6701bb9-7086-4dbc-ac5f-8c98eeb0279a,True,/incidents/2019/10/25/sawday-fire/
1402,Tulare,2019-06-10T17:51:00Z,2019-06-11T17:18:00Z,Off Mountain Road 56 East of Ducor ,35.89593,-118.94106,Springs Fire,47.0,False,8.942476431849164,151603.0,0.14,80.6,54.4,36.0,-119.0,Summer,2019,98660.44467,98985.98905,98814.05765,279.5621428,286.3695276,283.2926144,292.2855427,307.282693,299.8068615,-2.226859495,2.755324556,-0.265543083,-3.148979325,0.558069075,-0.73561227,0.0,0.0,0.0,97836.63941926204,99069.20699018052,98500.34224931872,272.1942426654655,292.13595540493736,283.0181592298921,287.1170525051325,312.9742866532296,300.9429176699998,-3.9089726918151113,3.363113868071552,0.146585752186186,-4.059951245061679,3.2132485649487603,-0.5206869843964035,-0.0012451051554257,0.0002279033785749,-7.230721541775251e-07,97245.7397217814,100310.14869321564,98783.33989455132,261.33919317347267,292.13595540493736,279.60982772319375,271.1749043161021,312.9742866532296,291.5070054539837,-6.472380390335755,4.096400417176359,0.0556911189187202,-5.487747901151737,4.369575588851555,-0.2063337024936962,-0.0049142101600373,0.0033340452209726,1.0611276683886206e-05,22.8302059173584,4.324073038834117,0.0,2.9040452794001204,314.0,239.02020453043184,191.0,18.742292962293615,0.1210553337545955,99.9626054107681,0.028228759765625,95.59364318847656,4.340744018554688,0.037384033203125,2019.0,6.0,b671965d-2369-4107-98fe-432eab6ffdc0,True,/incidents/2019/6/10/springs-fire/
1257,Santa Barbara,2019-11-25T19:59:12Z,2019-12-14T08:22:00Z,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,34.5025,-119.785,Cave Fire (No Longer a CAL FIRE Incident),3126.0,False,10.922250827510114,159246.0,2.19,68.9,43.5,34.5,-119.75,Autumn,2019,95670.8795,96307.83692,95962.57844,267.5759125,274.9393014,271.9340974,282.4807633,293.4409191,287.3139271,-1.316301063,1.829008624,-0.067941211,-3.338461484,1.178137295,-1.612903534,0.0,0.0,0.0,94376.02932205913,96605.11861485816,95851.68852550795,254.31301568411004,290.3326074425793,276.307241108859,276.4684844444947,303.35145635323846,290.9197902212114,-4.113820200544313,5.682843074065424,0.5433308709002772,-5.866104905296401,4.176449541792159,-1.0863353473807706,-0.001969761234549,0.0011682661722823,-3.673199918068769e-06,94376.02932205913,97165.66208341598,95959.74786462195,254.31301568411004,290.81643250565094,279.5288508435249,275.8396230457834,304.1668155266128,288.86443633250315,-8.429687080885655,6.433012659603957,0.740251348982859,-5.88979017521878,8.328052238955767,-0.6854944639108345,-0.0028439135665908,0.0033664534995773,-5.34337997586834e-06,69.34077453613281,20.748239200345004,0.0,8.571121954660732,1095.0,682.4344662456214,143.0,216.3064622380165,0.4759116976868873,55.865781131384495,0.0019073486328125,3.0384063720703125,52.82630920410156,44.13337707519531,2019.0,11.0,7555692b-f672-4660-8f15-d0dab068a193,False,/incidents/2019/11/25/cave-fire-no-longer-a-cal-fire-incident/
416,Shasta,2016-09-10T15:45:00Z,2016-09-12T19:00:00Z,"off of Lake Blvd south of Shasta Dam Blvd, Shasta Lake City",40.68192,-122.4096,Lake Fire,75.0,False,4.312462270301596,78469.0,0.01,84.5,51.7,40.75,-122.5,Autumn,2016,93909.45162,94252.47066,94094.62464,268.562583,278.7441104,274.3653708,288.8583512,308.4146511,298.7251293,-1.769268434,1.159656242,-0.011341401,-2.800279797,0.700589636,-1.431637418,0.0,0.0,0.0,92514.99334209484,95017.10641680528,94007.2787849552,258.33152050026285,286.9483617051733,278.8360465536608,273.493493296376,308.43346362803527,288.06004448277645,-2.320191506345682,3.851414609449808,0.223516890762416,-3.4889192577538606,6.275942619314067,-0.0497898840314643,-0.001432423902093,0.0031561252881029,0.0001091020669054,91861.22716322311,95495.97973253934,94011.66403200752,258.33152050026285,289.7605107236868,277.94244554458373,269.31459307938724,313.9518192567119,288.3825512333234,-3.469576554956687,3.851414609449808,0.2264605153759497,-5.162552972839885,7.318037989505809,-0.1299897176741495,-0.0015840070824987,0.0036426404222725,7.871895459827354e-05,37.43427276611328,10.890149048862972,0.0,7.581953815869133,580.0,329.5103314473966,225.0,72.54000029921308,0.5149232452990962,33.99741040497752,0.1247406005859375,4.996871948242188,28.9581298828125,65.92025756835938,2016.0,9.0,47ee7239-2bc9-4794-8582-982a92fdda9f,True,/incidents/2016/9/10/lake-fire/
794,Humboldt,2017-08-03T16:41:00Z,2018-01-09T12:18:00Z,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",40.27582,-123.64281,Blocksburg Fire,30.0,False,3.1342564996102524,63027.0,0.36,84.9,56.6,40.25,-123.75,Summer,2017,94493.89686,94791.66052,94613.39881,282.8605336,289.1991768,285.7578431,289.3363728,307.7117564,299.3015467,-1.300222972,2.393718558,0.319528227,-0.658011826,1.639828841,0.467039192,-1.02e-06,0.0,-4.25e-08,94120.22216860208,95205.96364331713,94645.20707793726,274.2673325677685,290.70184347965824,283.77193848232946,278.7646318848118,311.6770662019569,293.62008245108973,-2.271264490384824,3.696906072625221,0.6211007144785456,-4.828356338544518,3.871889188277891,-1.3935166905159495,-0.0002786163015276,0.0008811623250512,9.319195385744916e-07,92015.5623035341,96525.85320563686,94770.59922664556,256.0278366806251,291.2183503050862,279.4625149777981,269.084148466648,312.1716717882192,285.72042128048923,-5.357184638818136,3.932445887085275,0.0147777442346253,-6.112669173781974,7.359523396747184,-0.5433606696054023,-0.002206886045507,0.0013383788198658,5.970605626620441e-06,61.93380737304688,14.766447302398664,0.0,6.896685502829481,814.0,507.7953511174888,184.0,107.37577197246486,0.5945776845894608,29.507827758789062,0.0,1.00860595703125,28.49922180175781,70.49217224121094,2017.0,8.0,e1582691-805c-4627-b20b-e5e8ba110f20,True,/incidents/2017/8/3/blocksburg-fire/
821,Tulare,2017-07-05T08:24:00Z,2018-01-09T11:44:00Z,"Globe Dr, Springville",36.10858,-118.81979,Globe Fire,21.0,False,8.87183917977075,148935.0,0.02,89.0,62.2,36.0,-118.75,Summer,2017,88507.61767,88731.60865,88611.32709,269.7805281,279.2249056,274.9628412,291.3208417,305.5870082,298.3306766,-1.428201264,2.699970114,0.56158315,-1.547642746,0.296760769,-0.365246829,0.0,0.0,0.0,87883.75735125814,88911.22909640944,88396.0427271004,265.42647599861795,290.85690708383635,280.7995561485026,277.596443629728,308.187013092048,296.52585521807265,-3.183545547659284,3.912029116698674,0.692517913330863,-2.370216058669348,1.835253866760115,-0.2847218774467174,-0.0001837030559523,0.0012191759480034,4.047161729867198e-06,86257.55077022263,89950.99628908336,88449.50794654735,256.8923999413307,291.23396822205376,276.711916451264,266.2507477609944,308.4639438481704,287.1102404207657,-4.339831909554096,4.731189782209857,0.3042321349416043,-3.453994716748892,2.5933241479271265,-0.259636055817982,-0.0027586075568838,0.0039077722291188,3.149037132713682e-05,39.60048675537109,10.17450123268672,0.0,8.507568770936217,665.0,346.7466718307914,230.0,98.85858495337015,0.254325148638557,91.36274994348854,0.4329681396484375,51.23825073242188,39.72892761230469,8.599853515625,2017.0,7.0,0a664214-c090-4889-8439-06836f89d830,True,/incidents/2017/7/5/globe-fire/
1157,Riverside,2018-04-09T18:18:00Z,2019-01-03T09:46:00Z,"Tin Mine Rd, north of the Cajalco Expressway",33.86439,-117.48144,Meadow Fire,21.0,False,31.08067778498645,847661.0,0.0,83.2,55.1,33.75,-117.5,Spring,2018,97124.61313,97431.55932,97237.67251,273.0108493,286.2267146,282.5687058,284.8827947,300.8584367,291.6586866,-1.638085141,3.288714515,0.308699753,-1.148048866,1.118552163,-0.159708841,0.0,0.0,0.0,96804.23158656708,98218.56108182136,97451.11790962,260.4692523094728,289.2407868813321,281.2266564285812,278.25766058804766,305.0468072764773,289.3596002963741,-2.395408300551389,5.872900717953303,0.871281239641005,-3.947653903471924,4.203335096665352,0.8503423911442137,-0.0011349805622031,0.0012976114802988,1.410978928023936e-05,96508.653774625,98693.96595417576,97417.05596774552,248.8672941394537,294.9426392322439,282.1789830678312,274.864728459514,316.6053022039718,291.7809729033502,-4.407526519609142,6.782380129022618,0.5458004932696444,-4.82038126804874,4.447603897076798,0.5352573241899128,-0.0017803504378858,0.0024801215009596,7.177204478777844e-06,41.66840362548828,10.45327827499672,0.0,6.54220567211011,568.0,388.2525838009457,229.0,57.77381877620787,0.3004618626014859,96.65907744848433,0.811004638671875,15.224456787109377,80.65071105957031,3.313827514648437,2018.0,4.0,9a49cf24-0e41-4817-b0d0-966e7b5c7e77,True,/incidents/2018/4/9/meadow-fire/
949,Inyo,2018-02-18T14:12:00Z,2019-01-03T09:43:00Z,"Pleasant Valley Dam Road and Hwy 395, north of Bishop",37.40208,-118.50235,Pleasant Fire,2070.0,True,0.1625530291330929,9593.0,0.13,58.1,32.9,37.5,-118.5,Winter,2018,76239.35365,77188.61316,76755.25836,259.4015748,270.4500753,263.8540603,268.0847303,286.3176342,277.1249234,0.261397931,2.675643386,1.664294212,-0.189353113,1.636141151,0.706348563,0.0,0.0,0.0,75234.80248119267,78270.32114259228,77055.25200072193,249.7150342300185,275.7936258588901,262.94857711823573,256.86998676260873,288.52562116513167,273.4947513379667,-2.071335245873784,4.692207729112637,1.0003560845833497,-4.422555139223302,2.6001728726057656,-0.0833567057027616,-0.000788530895133,0.0009724015095075,-1.0006789697024033e-05,75234.80248119267,78071.72938252483,76987.29902637382,247.4423473367992,287.8044818070622,267.5947582750162,255.5348703164568,305.97481879572706,281.96357984116435,-2.714541217200372,4.755935509681862,0.8775811783687552,-4.422555139223302,4.144639438314058,0.2083760969779679,-0.0015936684685224,0.0023899300587058,-1.930009921694069e-05,47.14558792114258,6.075907783680681,0.0,6.867827880098687,1462.0,1369.5264678755675,1294.0,43.58423155780337,0.1084329343309589,99.99693613370712,0.39520263671875,95.96824645996094,3.633499145507813,0.0030517578125,2018.0,2.0,3d866877-330a-4a14-b5bd-48675955af64,True,/incidents/2018/2/18/pleasant-fire/
782,Riverside,2017-07-07T12:56:00Z,2018-01-09T11:46:00Z,"off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow",33.763304,-117.314994,Christmas Fire,33.0,False,30.696968540497902,839357.0,0.1,102.3,76.2,33.75,-117.25,Summer,2017,95756.58586,96193.87612,95993.18413,284.6331672,289.4970327,287.6290648,295.7650361,310.9152043,302.6559057,-1.272834621,3.998177928,1.018698869,-0.193717728,1.727961696,0.684311161,0.0,0.0,0.0,95198.47945786855,96354.78610966992,95835.62933543172,274.3989692964953,294.8495160000496,287.89043249791007,285.13645788485,313.782465531254,298.5690169844728,-3.167112537348117,4.613170889975116,1.1301088335869565,-2.7674525497273774,3.9453332340522858,0.8629911645571482,-0.0012063167340868,0.0012587741622865,1.5992667411302572e-08,94331.38311518624,97603.04132555354,96037.95199183463,241.4105819644637,294.92202775739906,280.7452452910099,272.62015515180866,315.30256142839727,292.0610752453804,-4.205877977017617,5.293895892864956,0.4387653271123397,-4.008976245252795,6.1435454562737295,0.5870485419402985,-0.0021495298691486,0.002573067470372,-2.136934419640054e-06,37.26353454589844,9.114434295656904,0.0,6.402439092575259,790.0,642.8502823179167,515.0,54.97611207878012,0.1939572502585018,99.46878541907564,0.0392913818359375,66.77703857421875,32.65266418457031,0.531005859375,2017.0,7.0,bc89aab5-5f30-46a2-9881-6dbae22893b6,True,/incidents/2017/7/7/christmas-fire/
357,Butte,2016-08-02T14:35:00Z,2016-08-03T08:00:00Z,"Off of Highway 99 and Neal Road, south of Chico",39.6708,-121.7192,99 Fire,550.0,False,12.531686239751828,98692.0,0.0,92.5,59.9,39.75,-121.75,Summer,2016,97204.30823,97542.12213,97371.39338,275.5656081,281.6584256,279.7155488,290.7082545,308.9664866,300.5768616,-2.664056243,0.687436466,-0.835569152,-0.500246837,3.207328636,1.453467853,0.0,0.0,0.0,96592.18321399143,98293.2245137946,97317.03804417368,265.3489932804068,288.79973614158183,279.5676240324025,285.4883917583448,315.53082146955364,300.12294569562675,-4.225445123229825,3.64013059316102,-0.5961632138949298,-3.6956252983069615,5.163041865065463,0.8448136594509759,-0.0004616227981716,0.0005054630317203,1.061915507268637e-06,95668.7905377825,99161.963170273,97603.14557656256,261.240675760149,290.0504974665134,278.726512950434,270.4659227310066,315.53082146955364,290.7410057585715,-5.4630412486414,5.2400788065078645,-0.8847137322974182,-5.649625493811696,10.405495341082108,0.3778272019648591,-0.0018518783400293,0.0046223581838649,6.86829141310294e-05,31.526899337768555,5.292756282769545,0.0,4.7146708005536935,186.0,88.06850627312579,49.0,29.5084619313162,0.1353344188017003,99.52758692323673,0.839996337890625,87.71209716796875,10.979461669921877,0.46844482421875,2016.0,8.0,e5122d1e-2bfc-4fa6-8152-da309e02c004,True,/incidents/2016/8/2/99-fire/
732,Ventura,2017-07-04T14:45:00Z,2018-01-09T11:43:00Z,"off Hwy 101 & Camarillo Springs Rd, Camarillo Springs",34.20599,-118.98603,Grade Fire,50.0,False,35.68482604854655,288792.0,0.0,87.4,60.3,34.25,-119.0,Summer,2017,97477.94851,97890.64788,97640.06131,282.7021233,290.9985839,286.919937,290.2094907,298.7701581,293.9906839,-0.289343853,1.657718884,0.792454495,-0.753808408,2.172457833,0.700995732,-4.69e-06,0.0,-5.1e-07,96668.58731383426,97890.64788064791,97339.250905106,277.52813051750064,294.9320678468782,288.7880656064804,285.3795281118395,307.6017096598942,294.69799732181923,-2.0601252063868047,4.292976173912082,0.7972424948111536,-1.9174175503732973,3.548096742994256,0.932639212943613,-0.0001059354289324,0.0002669817746506,-1.222098631083913e-07,95709.00782239482,99285.9138821281,97540.02837751304,247.5406143742406,294.9320678468782,282.32488871003216,276.37867388555674,309.31892220877523,290.7444810178868,-6.520442580844959,5.988066086009387,0.4388789620494229,-5.462529707709509,8.639365724850547,0.1993755971207433,-0.0019435783319754,0.0025257129048376,-5.267529014455946e-06,45.6475830078125,11.010354773430867,0.0,10.273210168053206,550.0,124.17979203399987,31.0,115.37970804147837,0.2924271228266697,89.37368131364096,0.1983642578125,33.92677307128906,55.269622802734375,10.605239868164062,2017.0,7.0,f6970f10-0498-4f4c-8e0c-d4b7e4fbf888,False,/incidents/2017/7/4/grade-fire/
719,Siskiyou,2017-08-29T15:39:00Z,2018-01-09T12:47:00Z,"off of Owens Rd and Hwy 97, northeast of Dorris ",41.99483,-121.90077,Owens Fire,55.0,False,0.6388425397382981,24138.0,0.46,87.1,56.2,42.0,-122.0,Summer,2017,86732.26196,87102.19456,86900.01018,272.4991613,283.1773542,277.1651069,289.1150701,306.4951959,297.7359003,-1.70706447,2.947461208,0.824345324,-0.768497217,1.508906846,0.139335053,0.0,0.0,0.0,86050.66650103765,87480.6805063861,86919.94548902984,266.3836311956314,290.2678885010589,279.3918802294396,275.2104856304729,309.5547366080934,293.5468937805321,-3.190019157781865,5.588694138447096,1.0443878521675949,-3.946389145375485,4.20781586721121,-0.5883076651931559,-0.0010969113585418,0.0009032066917655,4.631402527783157e-07,83894.1519225047,88553.0573642287,86814.06684243253,249.7940566795635,290.95061458564186,274.3707831843111,251.52746411125736,309.5547366080934,282.5712808040646,-5.587246783174468,7.231497199554325,0.5533852898032692,-4.96630341582512,7.321843408045538,0.0030789970530006,-0.0013675671943116,0.0014296180043221,-1.0753852003466944e-05,39.10071563720703,8.517098164559783,0.0,8.649252980532872,1639.0,1302.73119477354,1237.0,74.13845809122382,0.255306946997549,89.14761717148164,5.113983154296875,32.68013000488281,51.90849304199219,10.297393798828123,2017.0,8.0,62b8a6af-700a-4c93-85d5-a9b85a30faf5,True,/incidents/2017/8/29/owens-fire/
1406,San Joaquin,2019-09-05T14:33:01Z,2019-09-05T19:56:00Z,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",38.017138,-120.945044,Flood Fire ,44.0,False,49.59759036144578,248636.0,0.22,87.7,57.6,38.0,-121.0,Autumn,2019,100054.7377,100493.3328,100265.3122,281.9034501,286.773279,284.8970471,291.5418259,308.0366444,299.1307596,1.15818931,3.428394942,2.353086213,-2.564135352,-0.82357167,-1.698003494,0.0,0.0,0.0,98938.36117585796,101667.28147936917,100626.62996963137,262.5515753245264,291.00477466307046,278.7264196124624,274.91509444333803,309.2625260648142,290.36891896193526,-5.765543931643784,5.587735302155438,0.7602747969424339,-6.036760311660206,7.657576905768431,-0.931945350211688,-0.0012644455797543,0.0026498123710767,3.123280995449237e-06,98781.34619867089,102307.3792030351,100662.40856819968,262.5515753245264,293.41149420758086,281.17768709287026,271.2067453995812,312.9856584687578,290.1901429846825,-6.9614256790326685,5.587735302155438,0.626446449380336,-6.036760311660206,8.99670562830292,-0.3590440712821347,-0.0024480447010538,0.0038375932057446,1.337961310093379e-05,25.309282302856445,3.973006098023649,0.0,2.4533742290671654,115.0,70.33034007507645,46.0,11.05456985005526,0.1423318002738204,99.93593186526508,0.56610107421875,96.17156982421876,3.1986236572265625,0.0637054443359375,2019.0,9.0,3d4c2809-cd37-4f07-b86e-68dcd52c7434,True,/incidents/2019/9/5/flood-fire/
512,Butte,2017-07-07T14:52:00Z,2018-01-09T11:47:00Z,"Chinese Wall Rd, north of Bangor",39.45352,-121.41222,Wall Fire,6033.0,True,12.668956348327056,99438.0,0.0,96.2,63.7,39.5,-121.5,Summer,2017,97547.44452,97868.19532,97696.95003,280.8190487,289.2136791,284.8496798,294.5025221,312.093067,303.6286401,-2.360899092,2.337945917,-0.111008343,-1.094205594,1.302624874,0.120335398,0.0,0.0,0.0,96559.53204015536,98049.9541137671,97312.95432662115,268.61029992900984,292.9820593569256,283.9036949524616,284.2016654198605,316.6569825937119,300.4477401605791,-3.841861900124806,3.9737773978679054,-0.3411259679400272,-3.197898522352959,4.963970216749324,0.7742673904977665,-0.000690519375874,0.0009397431884493,3.433986221548123e-06,95146.09015972869,99607.19927174096,97612.2270281146,255.621770839468,292.9820593569256,279.8036960402841,270.5353140009137,316.6569825937119,290.57822013224745,-6.269963666102026,4.830285814086286,-0.6478925487516966,-5.463806995462106,8.80413584493571,0.4827646312548983,-0.0011128322900577,0.0037636673874495,6.362002183275e-05,35.837581634521484,10.644397515335491,0.0,6.2133091575862265,657.0,382.2098311309804,192.0,108.3403460995968,0.3829363654641544,76.28548212970982,0.0019073486328125,8.037948608398438,68.24607849121094,23.71406555175781,2017.0,7.0,8816f0da-0818-499a-9ff6-ba4fd56ca7c8,True,/incidents/2017/7/7/wall-fire/
619,Shasta,2017-07-18T12:39:00Z,2018-01-09T12:01:00Z,"off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding",40.47106,-122.43608,Laverne Fire,180.0,True,4.332045492961147,78840.0,0.0,94.5,59.6,40.5,-122.5,Summer,2017,96197.61822,96495.38188,96347.05691,272.2202699,280.4352942,277.190672,293.1819615,310.6890643,302.822689,-1.612948138,2.095434522,0.335172785,-1.203413697,2.798967476,0.355276514,0.0,0.0,0.0,95926.58378507776,97177.51192433583,96543.56640735792,261.69490940886294,292.69089676202987,281.57123241391,282.73840683947594,317.3136349979671,301.60099668032154,-2.843930001228508,4.456310337004889,-0.0718994295676427,-5.51042799843194,4.1439514795813,0.2126813356028246,-0.0021781059000745,0.0008846322716636,-5.721769649843073e-06,94149.0897410465,98843.27777131367,96831.26289502085,249.9111910568204,292.69089676202987,278.2975252167027,270.02377815008504,317.3136349979671,290.4131518473548,-3.1227932065089106,4.513078918079828,0.3807001480984653,-5.650929651217737,6.503740602506413,-0.1175947317966175,-0.0027369714191827,0.004274361882997,6.307455144464197e-05,28.57692527770996,3.628848841222388,0.0,3.0497259802562544,274.0,238.6482261999649,156.0,16.648378307981485,0.346936663459329,86.37757905017702,0.01220703125,13.37738037109375,72.98965454101562,13.620758056640623,2017.0,7.0,3c61a039-cf71-40da-89e9-bcc5a62e2c1a,True,/incidents/2017/7/18/laverne-fire/
1241,Mendocino,2019-10-04T18:38:09Z,,"Highway 101 south of Sloan and Old Sherwood Road in Willits, California",39.613783,-123.458782,Wilson Fire,10.0,False,2.0825028746646224,41027.0,0.37,70.9,42.6,39.5,-123.5,Autumn,2019,96569.52855,97175.60637,96845.39515,275.3667366,279.449363,277.8955402,280.4019954,290.7128206,285.2436407,-0.075960653,4.4436282,1.885355758,-3.297771405,-1.366510935,-2.354611811,0.0,0.0,0.0,94493.7905549494,97400.137782682,96575.04229053446,249.1826655397905,289.9006610575992,278.7990225996383,272.08919828457203,308.1389906906247,287.57926265485264,-7.220298904349791,7.076256347728896,0.5476196568954379,-5.035905828786358,6.164190271431787,-0.9420258273408812,-0.0012158331618472,0.0029920159150532,2.6582472800931745e-07,94242.5665914501,98029.24445794483,96530.30557874346,249.1826655397905,292.2938470339118,280.5193465906414,270.7268547842897,308.1389906906247,286.6797675131287,-7.29289596101481,7.076256347728896,0.4689223230493383,-5.846670837667784,7.310800261520272,-0.4174045098158496,-0.0023469866279854,0.0029920159150532,1.68949454619582e-05,46.78613662719727,12.160627960647655,0.0,6.473539320920394,803.0,596.0267481865469,395.0,71.1064670106689,0.4688893636067709,51.39098777304575,0.03814697265625,10.770416259765623,40.60096740722656,48.59046936035156,2019.0,10.0,1dd6f339-956d-4ec5-bac5-713ba3cd53d4,True,/incidents/2019/10/4/wilson-fire/
1289,Riverside,2019-10-10T14:18:17Z,2019-10-13T07:30:00Z,"Reche Canyon Rd and Jordan Dr, Moreno Valley",33.975405,-117.207068,Reche Fire,350.0,True,31.36497093208157,857148.0,0.0,82.9,54.6,34.0,-117.25,Autumn,2019,91918.74493,92253.71021,92097.65477,274.7261477,283.56244,280.0604882,285.4340238,297.7417398,290.8700833,-1.342188386,2.39852972,0.396623675,-1.066497516,2.106114025,0.761544775,-3.83e-06,0.0,-3.85e-07,91034.22722426103,93159.68663211665,92408.16890466808,238.7866295691734,291.19762800988923,273.74242802659955,272.6680236949591,308.9657216795273,291.4978038797482,-3.373780436866016,3.685017096074583,-0.1564282147958344,-4.200240920755768,4.412087611789158,0.2153870773152588,-0.0016965559611503,0.0012111287343078,-4.47721600716778e-06,91034.22722426103,93588.86090309462,92480.64895512052,238.7866295691734,292.25211853196856,277.40204030172004,272.15401763308296,309.8197450256976,289.4497322539997,-3.911223763339608,3.982158537308151,0.1260903614306414,-4.871930883169892,4.47828490464914,0.474920147846496,-0.0024708698865227,0.0019354363373172,-1.5772522197644735e-05,50.43394088745117,11.860601318001812,0.0,6.65063800241264,890.0,712.0495762942787,573.0,67.46278822732837,0.1982291726505055,99.76917295241148,0.0164031982421875,63.80386352539063,35.948944091796875,0.2307891845703125,2019.0,10.0,8739a46c-9d9b-464c-87d0-31738601d96f,True,/incidents/2019/10/10/reche-fire/
480,Sonoma,2017-10-08T22:00:00Z,2018-02-09T09:30:00Z,"Hwy 12, north of Glen Ellen",38.4041,-122.5209,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),56556.0,True,26.3900683131897,209209.0,0.44,77.3,48.5,38.5,-122.5,Autumn,2017,97685.36737,97937.15675,97812.62079,263.1005219,281.4225697,276.0432664,285.6903194,303.0607708,293.4619659,-1.557673467,2.313047416,0.347829523,-4.425372053,1.359464179,-1.044843744,0.0,0.0,0.0,97532.4761484672,99638.20518288497,98392.48581738229,258.7754745014223,292.3830006846689,279.73638373673623,274.72555448110575,315.29651490533786,290.41172367220065,-3.5136996639109035,4.984656517009367,0.5819449699057412,-6.4013362058691605,4.612077440908529,-0.160851254580609,-0.0016527151600509,0.000827888438825,-7.109988647043068e-06,95698.3161288969,100350.80655452216,98422.99443991076,258.7754745014223,292.3830006846689,280.415048855594,272.43996876463734,315.29651490533786,289.2742195146311,-6.277433216243465,5.989062026028245,0.8662555264399393,-6.4013362058691605,6.911195395585228,0.161200951033174,-0.0018082504140905,0.0023554814063218,-5.776626943109158e-06,41.95660018920898,11.200369342775964,0.0,7.446649087303824,574.0,236.0868560375339,93.0,113.06561300597237,0.449067179361979,59.8539532359943,0.1705169677734375,8.20159912109375,51.55029296875,40.07759094238281,2017.0,10.0,be79d28c-767d-4a0d-b168-e86a5842004f,True,/incidents/2017/10/8/nuns-adobe-norrbom-pressley-partrick-fires-oakmont-central-lnu-complex/
